id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
3683;In materia di diritto processuale civile, in relazione a il regolamento preventivo di giurisdizione ex art. 41 c.p.c. e la sospensione del processo di merito, è corretto affermare che: (Quesito di approfondimento processuale n. 7);è disposto dal giudice di merito solo se non ritiene il ricorso manifestamente inammissibile o la contestazione della giurisdizione manifestamente infondata.;Genera l'estinzione automatica del processo per difetto di interesse.;Richiede il parere vincolante del Pubblico Ministero interveniente.
3684;In materia di diritto processuale civile, in relazione a l'estinzione del processo per rinuncia agli atti ex art. 306 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);richiede l'accettazione delle parti costituite che abbiano interesse alla prosecuzione del giudizio e non produce effetti sulle spese se non concordate.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile e di tutti i termini processuali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
3685;In materia di diritto processuale civile, in relazione a la contumacia del convenuto ed i suoi effetti probatori nel processo civile (art. 291 c.p.c.), è corretto affermare che: (Quesito di approfondimento processuale n. 7);non equivale a confessione né a ammissione dei fatti allegati dall'attore, rimanendo a carico di quest'ultimo l'onere della prova ex art. 2697 c.c.;comporta la decadenza del convenuto dal diritto di proporre appello avverso la sentenza pronunciata all'esito della prima udienza.;determina l'immediata conversione del rito ordinario nel procedimento sommario di cognizione con condanna alle spese.
3686;In materia di diritto processuale civile, in relazione a l'opposizione a decreto ingiuntivo (art. 645 c.p.c.) e l'inversione formale dell'iniziativa processuale, è corretto affermare che: (Quesito di approfondimento processuale n. 7);instaura un ordinario giudizio di cognizione in cui l'opponente è convenuto in senso sostanziale e l'opposto è attore in senso sostanziale.;Termine perentorio di dieci giorni a pena di decadenza formale. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Non è mai ammesso dalla legge in alcun grado o stato del processo.
3687;In materia di diritto processuale civile, in relazione a la querela di falso ex art. 221 c.p.c. e la sospensione del giudizio principale, è corretto affermare che: (Quesito di approfondimento processuale n. 7);può essere proposta in via principale o in corso di causa in qualunque stato e grado del giudizio finché la verità del documento non sia stata accertata con sentenza passata in giudicato.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3688;In materia di diritto processuale civile, in relazione a il sequestro conservativo ex art. 671 c.p.c. ed i suoi presupposti ed effetti, è corretto affermare che: (Quesito di approfondimento processuale n. 7);può essere chiesto dal creditore che ha fondato timore di perdere la garanzia del proprio credito e si converte in pignoramento con la sentenza di condanna esecutiva.;è un provvedimento di natura satisfattoria che trasferisce la proprietà dei beni sequestrati direttamente al creditore istante. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;perde efficacia se entro tre giorni dalla notificazione il debitore non deposita un'idonea cauzione presso la tesoreria provinciale.
3689;In materia di diritto processuale civile, in relazione a l'estinzione del processo per inattività delle parti ex art. 307 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);è rilevata d'ufficio dal giudice e si verifica quando le parti non riassumono il processo nei termini stabiliti dalla legge o dal giudice.;Comporta la nullità insanabile ed assoluta dell'intero giudizio.;Richiede il parere vincolante del Pubblico Ministero interveniente.
3690;In materia di diritto processuale civile, in relazione a l'opposizione all'esecuzione ex art. 615 c.p.c. e l'opposizione agli atti esecutivi ex art. 617 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);"la prima contesta il diritto della parte a procedere ad esecuzione forzata; la seconda contesta la regolarità formale del titolo, del precetto o dei singoli atti esecutivi.";Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3691;In materia di diritto processuale civile, in relazione a la revocazione straordinaria della sentenza ex art. 395, nn. 1, 2, 3 e 6 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);è proponibile per motivi scoperti o accertati dopo la pubblicazione della sentenza, entro trenta giorni dalla scoperta del dolo, della falsità o del documento.;è un mezzo di impugnazione a critica libera esercitabile senza limiti di tempo avverso tutte le ordinanze istruttorie emesse dal G.I.;comporta la trasmissione automatica del fascicolo alla Corte Costituzionale per la risoluzione delle questioni di legittimità.
3692;In materia di diritto processuale civile, in relazione a l'opposizione di terzo ordinaria e revocatoria ex art. 404 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);"l'ordinaria è data al terzo che pregiudicato nei suoi diritti da una sentenza tra altre persone; la revocatoria dai aventi causa o creditori in caso di dolo o collusione.";Genera l'estinzione automatica del processo per difetto di interesse. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Termine perentorio di dieci giorni a pena di decadenza formale.
3693;In materia di diritto processuale civile, in relazione a l'efficacia del giudicato sostanziale ex art. 2909 c.c. ed i suoi limiti soggettivi ed oggettivi, è corretto affermare che: (Quesito di approfondimento processuale n. 7);fa stato ad ogni effetto tra le parti, i loro eredi o aventi causa relativamente all'accertamento contenuto nella sentenza passata in giudicato.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3694;In materia di diritto processuale civile, in relazione a l'ordinanza di rigetto della domanda ex art. 183-quater c.p.c. introdotta dalla riforma cartabia, è corretto affermare che: (Quesito di approfondimento processuale n. 7);può essere pronunciata quando la domanda appare manifestamente infondata, definendo il giudizio senza efficacia di giudicato.;è un provvedimento inoppugnabile che acquista efficacia di cosa giudicata formale trascorsi dieci giorni dal deposito. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;comporta la condanna dell'attore al pagamento di una sanzione amministrativa pecuniaria in favore della cassa ammende.
3695;In materia di diritto processuale civile, in relazione a il reclamo cautelare ex art. 669-terdecies c.p.c. dinanzi al collegio, è corretto affermare che: (Quesito di approfondimento processuale n. 7);deve essere proposto nel termine perentorio di quindici giorni dalla pronuncia in udienza ovvero dalla comunicazione o notificazione del provvedimento.;Comporta la nullità insanabile ed assoluta dell'intero giudizio.;Non è mai ammesso dalla legge in alcun grado o stato del processo.
3696;In materia di diritto processuale civile, in relazione a l'intervento volontario del terzo ex art. 105 c.p.c. (principale, litisconsortile ed adesivo dipendente), è corretto affermare che: (Quesito di approfondimento processuale n. 7);l'interveniente adesivo dipendente sostiene le ragioni di una delle parti senza far valere un proprio diritto autonomo e incompatibile.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3697;In materia di diritto processuale civile, in relazione a la decisione a seguito di discussione orale ex art. 281-sixies c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);il giudice, terminate la discussione orale, pronuncia sentenza dando lettura del dispositivo e della concisa esposizione delle ragioni di fatto e di diritto.;richiede obbligatoriamente lo scambio delle comparse conclusionali e delle memorie di replica nei sessanta giorni successivi.;non è impugnabile mediante appello ma soltanto con ricorso straordinario per Cassazione ex art. 111 Cost.
3698;In materia di diritto processuale civile, in relazione a il regolamento di competenza d'ufficio ex art. 45 c.p.c. (conflitto negativo di competenza), è corretto affermare che: (Quesito di approfondimento processuale n. 7);è richiesto dal giudice dichiarato incompetente per materia o territorio inderogabile quando non ritiene valida la designazione del secondo giudice.;È un provvedimento di competenza esclusiva del Giudice di Pace. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Comporta la nullità insanabile ed assoluta dell'intero giudizio.
3699;In materia di diritto processuale civile, in relazione a il giudizio di rinvio a seguito di cassazione con rinvio ex art. 392 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);deve essere riassunto dalle parti entro il termine perentorio di tre mesi dalla pubblicazione della sentenza della Corte di Cassazione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.
3700;In materia di diritto processuale civile, in relazione a il procedimento di convalida di sfratto ex art. 657 c.p.c. e la trasformazione del rito ex art. 667 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);se l'intimato propone opposizione non fondata su prova scritta, il giudice pronuncia ordinanza non impugnabile di rilascio e dispone il passaggio al rito speciale.;se l'intimante non compare all'udienza, il giudice convalida in ogni caso la licenza o lo sfratto per mancata opposizione del conduttore. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;l'ordinanza di convalida ha valore di titolo esecutivo ma non è mai idonea ad acquistare l'efficacia del giudicato sostanziale.
3701;In materia di diritto processuale civile, in relazione a l'iscrizione a ruolo della causa ed la formazione del fascicolo d'ufficio (artt. 165 e 168 c.p.c.), è corretto affermare che: (Quesito di approfondimento processuale n. 7);l'attore deve costituirsi in giudizio iscrivendo la causa a ruolo entro dieci giorni dalla notificazione della citazione.;Genera l'estinzione automatica del processo per difetto di interesse.;È un provvedimento di competenza esclusiva del Giudice di Pace.
3702;In materia di diritto processuale civile, in relazione a la condanna alle spese e la responsabilità processuale aggravata ex art. 96 c.p.c., è corretto affermare che: (Quesito di approfondimento processuale n. 7);se la parte soccombente ha agito o resistito in giudizio con dolo o colpa grave, il giudice può condannarla anche d'ufficio al risarcimento dei danni.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
3703;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a il regolamento preventivo di giurisdizione ex art. 41 c.p.c. e la sospensione del processo di merito, si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);è disposto dal giudice di merito solo se non ritiene il ricorso manifestamente inammissibile o la contestazione della giurisdizione manifestamente infondata.;comporta sempre l'interruzione immediata e automatica dell'intero processo fino al deposito del decreto del Presidente del Tribunale.;è un mezzo di impugnazione ordinario proponibile avverso le sentenze non definitive emesse in grado di appello.
3704;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'estinzione del processo per rinuncia agli atti ex art. 306 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);richiede l'accettazione delle parti costituite che abbiano interesse alla prosecuzione del giudizio e non produce effetti sulle spese se non concordate.;Termine perentorio di dieci giorni a pena di decadenza formale. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Sussiste solo nei procedimenti cautelari ante causam.
3705;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a la contumacia del convenuto ed i suoi effetti probatori nel processo civile (art. 291 c.p.c.), si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);non equivale a confessione né a ammissione dei fatti allegati dall'attore, rimanendo a carico di quest'ultimo l'onere della prova ex art. 2697 c.c.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3706;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'opposizione a decreto ingiuntivo (art. 645 c.p.c.) e l'inversione formale dell'iniziativa processuale, si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);instaura un ordinario giudizio di cognizione in cui l'opponente è convenuto in senso sostanziale e l'opposto è attore in senso sostanziale.;costituisce un mezzo di impugnazione straordinario proponibile direttamente dinanzi alla Corte d'Appello del distretto. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;sospende di diritto l'esecuzione provvisoria concessa ex art. 642 c.p.c. fino alla prima udienza di comparizione.
3707;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a la querela di falso ex art. 221 c.p.c. e la sospensione del giudizio principale, si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);può essere proposta in via principale o in corso di causa in qualunque stato e grado del giudizio finché la verità del documento non sia stata accertata con sentenza passata in giudicato.;Termine perentorio di dieci giorni a pena di decadenza formale.;È una facoltà esercitabile unicamente dal Presidente del Tribunale.
3708;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a il sequestro conservativo ex art. 671 c.p.c. ed i suoi presupposti ed effetti, si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);può essere chiesto dal creditore che ha fondato timore di perdere la garanzia del proprio credito e si converte in pignoramento con la sentenza di condanna esecutiva.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile e di tutti i termini processuali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3709;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'estinzione del processo per inattività delle parti ex art. 307 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);è rilevata d'ufficio dal giudice e si verifica quando le parti non riassumono il processo nei termini stabiliti dalla legge o dal giudice.;cancella retroattivamente gli effetti sostanziali della domanda giudiziale salvo il diritto di proporre querela di nullo.;impedisce la riproposizione della medesima domanda giudiziale in un nuovo autonomo processo.
3710;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'opposizione all'esecuzione ex art. 615 c.p.c. e l'opposizione agli atti esecutivi ex art. 617 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);"la prima contesta il diritto della parte a procedere ad esecuzione forzata; la seconda contesta la regolarità formale del titolo, del precetto o dei singoli atti esecutivi.";Comporta la nullità insanabile ed assoluta dell'intero giudizio. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Richiede il parere vincolante del Pubblico Ministero interveniente.
3711;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a la revocazione straordinaria della sentenza ex art. 395, nn. 1, 2, 3 e 6 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);è proponibile per motivi scoperti o accertati dopo la pubblicazione della sentenza, entro trenta giorni dalla scoperta del dolo, della falsità o del documento.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3712;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'opposizione di terzo ordinaria e revocatoria ex art. 404 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);"l'ordinaria è data al terzo che pregiudicato nei suoi diritti da una sentenza tra altre persone; la revocatoria dai aventi causa o creditori in caso di dolo o collusione.";è un ricorso ammissibile solo prima del passaggio in giudicato formale della sentenza resa tra le parti originarie. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;può essere proposta soltanto dinanzi al Giudice di Pace indipendentemente dalla materia e dal valore della controversia.
3713;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'efficacia del giudicato sostanziale ex art. 2909 c.c. ed i suoi limiti soggettivi ed oggettivi, si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);fa stato ad ogni effetto tra le parti, i loro eredi o aventi causa relativamente all'accertamento contenuto nella sentenza passata in giudicato.;Genera l'estinzione automatica del processo per difetto di interesse.;Termine perentorio di dieci giorni a pena di decadenza formale.
3714;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'ordinanza di rigetto della domanda ex art. 183-quater c.p.c. introdotta dalla riforma cartabia, si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);può essere pronunciata quando la domanda appare manifestamente infondata, definendo il giudizio senza efficacia di giudicato.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile e di tutti i termini processuali per una durata complessiva mai inferiore a sei mesi solari consecutivi.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
3715;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a il reclamo cautelare ex art. 669-terdecies c.p.c. dinanzi al collegio, si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);deve essere proposto nel termine perentorio di quindici giorni dalla pronuncia in udienza ovvero dalla comunicazione o notificazione del provvedimento.;sospende sempre e automaticamente l'esecuzione del provvedimento cautelare impugnato senza necessità di clausola motivata.;è ammesso esclusivamente contro i decreti inaudita altera parte pubblicati prima dell'instaurazione del contraddittorio.
3716;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'intervento volontario del terzo ex art. 105 c.p.c. (principale, litisconsortile ed adesivo dipendente), si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);l'interveniente adesivo dipendente sostiene le ragioni di una delle parti senza far valere un proprio diritto autonomo e incompatibile.;Genera l'estinzione automatica del processo per difetto di interesse. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Comporta la nullità insanabile ed assoluta dell'intero giudizio.
3717;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a la decisione a seguito di discussione orale ex art. 281-sixies c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);il giudice, terminate la discussione orale, pronuncia sentenza dando lettura del dispositivo e della concisa esposizione delle ragioni di fatto e di diritto.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3718;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a il regolamento di competenza d'ufficio ex art. 45 c.p.c. (conflitto negativo di competenza), si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);è richiesto dal giudice dichiarato incompetente per materia o territorio inderogabile quando non ritiene valida la designazione del secondo giudice.;viene deciso con decreto non motivato dal Presidente della Corte d'Appello entro cinque giorni dalla trasmissione del fascicolo. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;sospende la prescrizione del diritto azionato per un periodo massimo ed inderogabile di trenta giorni solari.
3719;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a il giudizio di rinvio a seguito di cassazione con rinvio ex art. 392 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);deve essere riassunto dalle parti entro il termine perentorio di tre mesi dalla pubblicazione della sentenza della Corte di Cassazione.;Richiede il parere vincolante del Pubblico Ministero interveniente.;Genera l'estinzione automatica del processo per difetto di interesse.
3720;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a il procedimento di convalida di sfratto ex art. 657 c.p.c. e la trasformazione del rito ex art. 667 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);se l'intimato propone opposizione non fondata su prova scritta, il giudice pronuncia ordinanza non impugnabile di rilascio e dispone il passaggio al rito speciale.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
3721;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a l'iscrizione a ruolo della causa ed la formazione del fascicolo d'ufficio (artt. 165 e 168 c.p.c.), si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);l'attore deve costituirsi in giudizio iscrivendo la causa a ruolo entro dieci giorni dalla notificazione della citazione.;se l'attore non si costituisce nei termini, il convenuto non può mai iscrivere la causa a ruolo ed il processo si estingue immediatamente.;la mancanza di nota di iscrizione a ruolo determina la nullità assoluta ed insanabile dell'atto di citazione originario.
3722;Nell'ambito della giurisprudenza di legittimità della Corte di Cassazione e della normativa del c.p.c. relativa a la condanna alle spese e la responsabilità processuale aggravata ex art. 96 c.p.c., si individui l'opzione corretta: (Quesito di approfondimento processuale n. 7);se la parte soccombente ha agito o resistito in giudizio con dolo o colpa grave, il giudice può condannarla anche d'ufficio al risarcimento dei danni.;Non è mai ammesso dalla legge in alcun grado o stato del processo. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;Comporta la nullità insanabile ed assoluta dell'intero giudizio.
3723;In tema di procedura civile e diritto processuale, con riguardo a il regolamento preventivo di giurisdizione ex art. 41 c.p.c. e la sospensione del processo di merito, quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);è disposto dal giudice di merito solo se non ritiene il ricorso manifestamente inammissibile o la contestazione della giurisdizione manifestamente infondata.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Deve essere notificato personalmente al Presidente della Camera di appartenenza e al Ministro della Giustizia entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3724;In tema di procedura civile e diritto processuale, con riguardo a l'estinzione del processo per rinuncia agli atti ex art. 306 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);richiede l'accettazione delle parti costituite che abbiano interesse alla prosecuzione del giudizio e non produce effetti sulle spese se non concordate.;determina la perdita di efficacia di tutte le sentenze di merito parziali o definitive già passate in giudicato formale. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;può essere dichiarata d'ufficio dal cancelliere prima della costituzione in giudizio dell'attore.
3725;In tema di procedura civile e diritto processuale, con riguardo a la contumacia del convenuto ed i suoi effetti probatori nel processo civile (art. 291 c.p.c.), quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);non equivale a confessione né a ammissione dei fatti allegati dall'attore, rimanendo a carico di quest'ultimo l'onere della prova ex art. 2697 c.c.;È un provvedimento di competenza esclusiva del Giudice di Pace.;Comporta la nullità insanabile ed assoluta dell'intero giudizio.
3726;In tema di procedura civile e diritto processuale, con riguardo a l'opposizione a decreto ingiuntivo (art. 645 c.p.c.) e l'inversione formale dell'iniziativa processuale, quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);instaura un ordinario giudizio di cognizione in cui l'opponente è convenuto in senso sostanziale e l'opposto è attore in senso sostanziale.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata con decreto motivato dal Presidente della Corte d'Appello del distretto, unitamente al parere vincolante espresso per iscritto dall'Avvocatura Generale dello Stato.
3727;In tema di procedura civile e diritto processuale, con riguardo a la querela di falso ex art. 221 c.p.c. e la sospensione del giudizio principale, quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);può essere proposta in via principale o in corso di causa in qualunque stato e grado del giudizio finché la verità del documento non sia stata accertata con sentenza passata in giudicato.;è di competenza esclusiva del Giudice di Pace se il valore del documento contestato non supera i diecimila euro.;richiede obbligatoriamente l'intervento del Collegio difensivo composto da non meno di tre procuratori abilitati.
3728;In tema di procedura civile e diritto processuale, con riguardo a il sequestro conservativo ex art. 671 c.p.c. ed i suoi presupposti ed effetti, quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);può essere chiesto dal creditore che ha fondato timore di perdere la garanzia del proprio credito e si converte in pignoramento con la sentenza di condanna esecutiva.;È una facoltà esercitabile unicamente dal Presidente del Tribunale. Trovando diretta ed espressa applicazione in tutte le articolazioni del codice di procedura civile e nelle leggi speciali vigenti.;È una facoltà esercitabile unicamente dal Presidente del Tribunale.
3729;In tema di procedura civile e diritto processuale, con riguardo a l'estinzione del processo per inattività delle parti ex art. 307 c.p.c., quale fra le seguenti affermazioni rispecchia la corretta ricostruzione normativo-giurisprudenziale? (Quesito di approfondimento processuale n. 8);è rilevata d'ufficio dal giudice e si verifica quando le parti non riassumono il processo nei termini stabiliti dalla legge o dal giudice.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura riunito in adunanza plenaria, a pena di nullità assoluta, insanabile e rilevabile d'ufficio in qualsiasi stato e grado del procedimento.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile e di tutti i termini processuali per una durata complessiva mai inferiore a sei mesi solari consecutivi.
