id;domanda;risposta_corretta;risposta_errata_1;risposta_errata_2
3209;In tema di procedura civile, con riferimento a l'estinzione del processo per rinuncia agli atti (art. 306 c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 2);Conseguenza della rinuncia formale compiuta dall'attore e accettata dalle parti costituite che non abbiano interesse alla prosecuzione.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3224;Nell'ambito del processo civile italiano, in materia di la mediazione civile e commerciale (d.lgs. 28/2010), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 2);Procedura di risoluzione stragiudiziale delle controversie assistita da un mediatore terzo e imparziale, in molte materie condizione di procedibilità.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3239;In materia di il procedimento di sfratto per morosità (art. 658 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 3);Procedimento sommario speciale che consente al locatore di ottenere la convalida della licenza o dello sfratto e il rilascio dell'immobile.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3245;In materia di la negoziazione assistita, quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 3);Accordo mediante il quale le parti cooperano in buona fede per risolvere una controversia tramite l'assistenza dei rispettivi avvocati.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3263;Relativamente all'istituto di il lodo arbitrale, si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 3);La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3269;Relativamente all'istituto di l'estinzione del processo per rinuncia agli atti (art. 306 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 3);Conseguenza della rinuncia formale compiuta dall'attore e accettata dalle parti costituite che non abbiano interesse alla prosecuzione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3278;Con riguardo al tema di il sequestro giudiziario ex art. 670 c.p.c., quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 3);Disposto quando è controversa la proprietà o il possesso di beni e sia opportuno provvedere alla loro custodia.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3281;Con riguardo al tema di il rito del lavoro (art. 409 e ss. c.p.c.), quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 3);Caratterizzato da concentrazione, immediatezza, oralità e da poteri istruttori d'ufficio riservati al giudice del lavoro.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3302;In tema di procedura civile, con riferimento a l'arbitrato (art. 806 e ss. c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 3);Strumento di risoluzione alternativa delle controversie con cui le parti affidano la decisione a uno o più giudici privati (arbitri).;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3308;In tema di procedura civile, con riferimento a la sospensione del processo (art. 295 c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 3);Arresto provvisorio del processo disposto quando la decisione dipende dalla risoluzione di un'altra controversia pregiudiziale.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3317;Nell'ambito del processo civile italiano, in materia di le tutele sommarie e la misura cautelare del sequestro conservativo, cosa prevede il c.p.c.? (Modulo d'approfondimento n. 3);Mira ad assicurare la garanzia del credito su beni del debitore quando vi sia fondato timore di perdere la garanzia del credito.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3338;In materia di il sequestro giudiziario ex art. 670 c.p.c., quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 4);Disposto quando è controversa la proprietà o il possesso di beni e sia opportuno provvedere alla loro custodia.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3341;In materia di il rito del lavoro (art. 409 e ss. c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 4);Caratterizzato da concentrazione, immediatezza, oralità e da poteri istruttori d'ufficio riservati al giudice del lavoro.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3353;In materia di l'intervento volontario di terzo (art. 105 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 4);L'ingresso di un terzo nel processo per far valere un proprio diritto o per sostenere le ragioni di una delle parti (ad adiuvandum).;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3359;Relativamente all'istituto di il procedimento di sfratto per morosità (art. 658 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 4);Procedimento sommario speciale che consente al locatore di ottenere la convalida della licenza o dello sfratto e il rilascio dell'immobile.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3368;Relativamente all'istituto di la sospensione del processo (art. 295 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 4);Arresto provvisorio del processo disposto quando la decisione dipende dalla risoluzione di un'altra controversia pregiudiziale.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3371;Relativamente all'istituto di il regolamento preventivo di giurisdizione (art. 41 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 4);Strumento con cui ciascuna parte può chiedere alle Sezioni Unite della Cassazione di risolvere una questione di giurisdizione finché la causa non è decisa in primo grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3401;In tema di procedura civile, con riferimento a il rito del lavoro (art. 409 e ss. c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 4);Caratterizzato da concentrazione, immediatezza, oralità e da poteri istruttori d'ufficio riservati al giudice del lavoro.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3404;In tema di procedura civile, con riferimento a la mediazione civile e commerciale (d.lgs. 28/2010), è corretto affermare che: (Modulo d'approfondimento n. 4);Procedura di risoluzione stragiudiziale delle controversie assistita da un mediatore terzo e imparziale, in molte materie condizione di procedibilità.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3428;Nell'ambito del processo civile italiano, in materia di la sospensione del processo (art. 295 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 4);Arresto provvisorio del processo disposto quando la decisione dipende dalla risoluzione di un'altra controversia pregiudiziale.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3431;Nell'ambito del processo civile italiano, in materia di il regolamento preventivo di giurisdizione (art. 41 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 4);Strumento con cui ciascuna parte può chiedere alle Sezioni Unite della Cassazione di risolvere una questione di giurisdizione finché la causa non è decisa in primo grado.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3434;Nell'ambito del processo civile italiano, in materia di la chiamata in causa del terzo su istanza di parte (art. 106 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 4);Consente a ciascuna parte di chiamare in causa un terzo al quale ritiene comune la causa o dal quale pretende di essere garantita.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3446;In materia di la contumacia nel processo civile (art. 290 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 5);La situazione della parte che, pur regolarmente citata, sceglie di non costituirsi in giudizio.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3449;In materia di l'estinzione del processo per rinuncia agli atti (art. 306 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 5);Conseguenza della rinuncia formale compiuta dall'attore e accettata dalle parti costituite che non abbiano interesse alla prosecuzione.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3461;Relativamente all'istituto di il rito del lavoro (art. 409 e ss. c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 5);Caratterizzato da concentrazione, immediatezza, oralità e da poteri istruttori d'ufficio riservati al giudice del lavoro.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3473;Relativamente all'istituto di l'intervento volontario di terzo (art. 105 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 5);L'ingresso di un terzo nel processo per far valere un proprio diritto o per sostenere le ragioni di una delle parti (ad adiuvandum).;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3500;In tema di procedura civile, con riferimento a il procedimento possessorio (art. 703 c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 5);Azione diretta a tutelare il possesso contro la spogliazione o le molestie, articolata in una fase sommaria urgente e una eventuale di merito.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3503;In tema di procedura civile, con riferimento a il lodo arbitrale, è corretto affermare che: (Modulo d'approfondimento n. 5);La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3512;In tema di procedura civile, con riferimento a l'astensione e la ricusazione del giudice (artt. 51 e 52 c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 5);Istituti volti a garantire l'imparzialità del giudice quando sussistono legami con le parti o con l'oggetto della causa.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3515;In tema di procedura civile, con riferimento a l'accertamento tecnico preventivo (atp ex art. 696 c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 5);Procedimento d'urgenza diretto a far verificare e descrivere lo stato di luoghi o cose prima del giudizio, per evitare il pericolo di dispersione delle prove.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3533;Nell'ambito del processo civile italiano, in materia di l'intervento volontario di terzo (art. 105 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 5);L'ingresso di un terzo nel processo per far valere un proprio diritto o per sostenere le ragioni di una delle parti (ad adiuvandum).;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3584;Con riguardo al tema di la mediazione civile e commerciale (d.lgs. 28/2010), quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 6);Procedura di risoluzione stragiudiziale delle controversie assistita da un mediatore terzo e imparziale, in molte materie condizione di procedibilità.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3623;Nell'ambito del processo civile italiano, in materia di il lodo arbitrale, cosa prevede il c.p.c.? (Modulo d'approfondimento n. 6);La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3629;Nell'ambito del processo civile italiano, in materia di l'estinzione del processo per rinuncia agli atti (art. 306 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 6);Conseguenza della rinuncia formale compiuta dall'attore e accettata dalle parti costituite che non abbiano interesse alla prosecuzione.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3668;Relativamente all'istituto di la sospensione del processo (art. 295 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 7);Arresto provvisorio del processo disposto quando la decisione dipende dalla risoluzione di un'altra controversia pregiudiziale.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3683;Con riguardo al tema di il lodo arbitrale, quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 7);La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3704;In tema di procedura civile, con riferimento a la mediazione civile e commerciale (d.lgs. 28/2010), è corretto affermare che: (Modulo d'approfondimento n. 7);Procedura di risoluzione stragiudiziale delle controversie assistita da un mediatore terzo e imparziale, in molte materie condizione di procedibilità.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3743;In materia di il lodo arbitrale, quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 8);La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3746;In materia di la contumacia nel processo civile (art. 290 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 8);La situazione della parte che, pur regolarmente citata, sceglie di non costituirsi in giudizio.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3773;Relativamente all'istituto di l'intervento volontario di terzo (art. 105 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 8);L'ingresso di un terzo nel processo per far valere un proprio diritto o per sostenere le ragioni di una delle parti (ad adiuvandum).;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3782;Con riguardo al tema di l'arbitrato (art. 806 e ss. c.p.c.), quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 8);Strumento di risoluzione alternativa delle controversie con cui le parti affidano la decisione a uno o più giudici privati (arbitri).;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3794;Con riguardo al tema di la chiamata in causa del terzo su istanza di parte (art. 106 c.p.c.), quale delle seguenti opzioni esprime correttamente il principio generale? (Modulo d'approfondimento n. 8);Consente a ciascuna parte di chiamare in causa un terzo al quale ritiene comune la causa o dal quale pretende di essere garantita.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3806;In tema di procedura civile, con riferimento a la contumacia nel processo civile (art. 290 c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 8);La situazione della parte che, pur regolarmente citata, sceglie di non costituirsi in giudizio.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3818;Nell'ambito del processo civile italiano, in materia di il sequestro giudiziario ex art. 670 c.p.c., cosa prevede il c.p.c.? (Modulo d'approfondimento n. 8);Disposto quando è controversa la proprietà o il possesso di beni e sia opportuno provvedere alla loro custodia.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3845;In materia di la negoziazione assistita, quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 9);Accordo mediante il quale le parti cooperano in buona fede per risolvere una controversia tramite l'assistenza dei rispettivi avvocati.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3854;In materia di la chiamata in causa del terzo su istanza di parte (art. 106 c.p.c.), quale fra le seguenti affermazioni rispecchia la disciplina del codice di procedura civile? (Modulo d'approfondimento n. 9);Consente a ciascuna parte di chiamare in causa un terzo al quale ritiene comune la causa o dal quale pretende di essere garantita.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3863;Relativamente all'istituto di il lodo arbitrale, si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 9);La decisione emessa dagli arbitri che produce gli effetti della sentenza pronunciata dall'autorità giudiziaria dalla data della sua ultima sottoscrizione.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3875;Relativamente all'istituto di l'accertamento tecnico preventivo (atp ex art. 696 c.p.c.), si indichi la risposta esatta secondo le norme vigenti: (Modulo d'approfondimento n. 9);Procedimento d'urgenza diretto a far verificare e descrivere lo stato di luoghi o cose prima del giudizio, per evitare il pericolo di dispersione delle prove.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.;Richiede sempre la preventiva delibera di autorizzazione emanata dal Consiglio Superiore della Magistratura, a pena di nullità assoluta ed insanabile rilevabile d'ufficio in ogni stato e grado.
3914;In tema di procedura civile, con riferimento a la chiamata in causa del terzo su istanza di parte (art. 106 c.p.c.), è corretto affermare che: (Modulo d'approfondimento n. 9);Consente a ciascuna parte di chiamare in causa un terzo al quale ritiene comune la causa o dal quale pretende di essere garantita.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
3926;Nell'ambito del processo civile italiano, in materia di la contumacia nel processo civile (art. 290 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 9);La situazione della parte che, pur regolarmente citata, sceglie di non costituirsi in giudizio.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.;Sussiste unicamente qualora vi sia stata l'espressa e preventiva autorizzazione rilasciata dal Presidente del Tribunale adito, unitamente al parere favorevole dell'Avvocatura dello Stato.
3929;Nell'ambito del processo civile italiano, in materia di l'estinzione del processo per rinuncia agli atti (art. 306 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 9);Conseguenza della rinuncia formale compiuta dall'attore e accettata dalle parti costituite che non abbiano interesse alla prosecuzione.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.;Comporta l'immediata ed automatica sospensione dell'intero procedimento civile per una durata mai inferiore a sei mesi solari consecutivi.
3932;Nell'ambito del processo civile italiano, in materia di l'astensione e la ricusazione del giudice (artt. 51 e 52 c.p.c.), cosa prevede il c.p.c.? (Modulo d'approfondimento n. 9);Istituti volti a garantire l'imparzialità del giudice quando sussistono legami con le parti o con l'oggetto della causa.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.;Deve essere notificato personalmente al Presidente del Consiglio dei Ministri entro e non oltre il termine perentorio di quarantotto ore dalla formale adozione.
